id_cliente,nombre,empresa,industria,email,telefono,tamano_empresa,ingresos_anuales,presupuesto_TI,interes_producto,region
192,Laura,Grupo Miramontes-Borrego,Educación,vvazquez@ulibarri.com,06862278376,Pequeña,116668,13242,Medio,Hidalgo
193,Fernando,Despacho Jáquez y Posada,Finanzas,rene11@pina.com,1-590-425-9792,Grande,6816179,501092,Bajo,Tlaxcala
194,Eugenia,Laboratorios Niño y Cortés,Educación,carreonana@industrias.com,1-147-705-3833,Mediana,590723,68649,Medio,Morelos
195,Yolanda,Ocampo S. R.L. de C.V.,Finanzas,herreradavid@limon.org,070-164-5104,Grande,6143237,645690,Medio,Sinaloa
196,Berta,Rubio-Zambrano S. R.L. de C.V.,Tecnología,escamillaelvia@valentin.com,457-620-5554x3840,Grande,3561951,333618,Medio,Morelos
197,Gilberto,Grupo Mondragón y Orozco,Tecnología,asuncionolivas@club.com,(495)782-3298x324,Mediana,1603531,61700,Alto,Distrito Federal
198,Vanesa,Corporacin Barreto-Valdés,Retail,enriquezilse@laboratorios.biz,(474)231-2209x949,Mediana,891274,69738,Bajo,México
199,Aldonza,Bétancourt-Romero S.A.,Finanzas,lnino@salazar.com,1-306-046-3331,Mediana,843419,51061,Bajo,Guerrero
200,Minerva,Reyna-Gurule S.C.,Manufactura,marguello@marroquin.org,(808)177-0388x6086,Pequeña,45014,1589,Bajo,Campeche
201,Gonzalo,de la Crúz y Pichardo S.A. de C.V.,Manufactura,sierraclaudia@razo.net,02982665702,Pequeña,147758,10759,Medio,Veracruz de Ignacio de la Llave
202,María Elena,Henríquez-Mejía,Salud,carlotabustos@rascon-naranjo.com,689-268-6025x9222,Pequeña,96014,6162,Bajo,Guerrero
203,Amelia,"Manzanares, Mares y Ramírez",Tecnología,socorro21@grupo.com,1-778-097-3397x767,Mediana,1895950,123887,Bajo,Colima
204,Germán,Despacho Escalante y Cordero,Salud,montesalejandro@proyectos.org,(510)162-2499,Pequeña,67121,1832,Medio,Guerrero
205,Ricardo,Aranda-Cabán y Asociados,Retail,irene56@ponce-urbina.com,(721)458-6833,Mediana,266552,16229,Alto,Campeche
206,Óliver,Roybal-Zedillo,Educación,luis95@industrias.org,1-787-729-3430x1071,Mediana,368296,42874,Bajo,Jalisco
207,Liliana,Merino S.A. de C.V.,Educación,adalbertoferrer@corporacin.net,(501)556-9902x3557,Grande,3068264,361663,Alto,Yucatán
208,Soledad,Terán y Meza S.C.,Finanzas,hbadillo@industrias.com,1-955-124-0568,Mediana,925949,44042,Bajo,Guanajuato
209,Homero,Aparicio-Jurado S.C.,Manufactura,salgadoeva@razo-madrid.net,(215)031-7807,Grande,2281658,182027,Bajo,Durango
210,Ofelia,"Proyectos Menchaca, Collazo y Calvillo",Salud,emilianoarce@ontiveros.com,(091)570-1840,Pequeña,46735,5577,Alto,Oaxaca
211,Elvira,Corporacin Lebrón y Tejada,Finanzas,marcos14@grupo.com,881.385.8542x4932,Grande,6372570,390995,Medio,Coahuila de Zaragoza
212,Ivonne,Arteaga y Cedillo A.C.,Retail,garteaga@ayala.biz,(997)954-5381,Mediana,298323,34056,Bajo,Veracruz de Ignacio de la Llave
213,Mayte,Reséndez-Marín,Manufactura,orodrigez@grupo.biz,(557)701-7157,Pequeña,151014,6659,Alto,Veracruz de Ignacio de la Llave
214,Guillermina,Zayas-Velasco S.A.,Salud,palominobernabe@valadez-batista.com,(769)639-3827x6153,Mediana,1073480,78363,Medio,Tamaulipas
215,Raquel,Tovar-Gracia S.A.,Salud,velamicaela@villarreal-ybarra.info,1-817-246-1919,Mediana,393911,36420,Alto,Sinaloa
216,Esteban,Industrias Abrego-Contreras,Salud,maria-cristinatapia@club.com,(549)465-1909x86240,Grande,7632535,318289,Alto,San Luis Potosí
217,Abel,Carmona-Lerma y Asociados,Salud,gollummagdalena@matias.biz,(832)723-8656x242,Pequeña,192354,17384,Medio,Distrito Federal
218,Micaela,"Chacón, Bravo y Chapa",Salud,yresendez@duenas.biz,(765)326-9097x3846,Mediana,954229,103325,Medio,San Luis Potosí
219,Maximiliano,Carreón-Vera S.C.,Salud,colladoolivia@club.org,03718949058,Mediana,295872,31483,Bajo,Aguascalientes
220,Isabel,"Morales, Lozano y Longoria",Manufactura,alejandrozambrano@laboratorios.info,1-290-490-4712x8144,Mediana,682384,52529,Alto,Distrito Federal
221,Francisco,Carrasco S. R.L. de C.V.,Educación,rosacorona@negron.com,280.512.9276x637,Mediana,552811,55003,Alto,Guanajuato
222,Jaime,Jaime y Asociados,Tecnología,aviladaniela@ozuna.info,836.674.2860x47658,Grande,2283734,261530,Bajo,Baja California Sur
223,Teodoro,Preciado-Laboy S.A. de C.V.,Salud,gabriela14@riojas.com,525-800-1061x8175,Pequeña,67336,4417,Alto,México
224,Alberto,Báez-Villegas,Tecnología,rufinocasas@briseno-zedillo.com,921-244-7174x654,Grande,5450557,118127,Bajo,Guanajuato
225,Julia,Balderas-Holguín y Asociados,Finanzas,diego71@fernandez.info,02863917410,Pequeña,73168,5998,Medio,Coahuila de Zaragoza
226,Marisela,Salinas S.A.,Finanzas,archuletawendolin@jaquez.biz,1-087-766-1830x6719,Pequeña,192776,9638,Alto,Quintana Roo
227,Susana,Navarrete-Téllez,Tecnología,ariadna74@grupo.biz,(346)157-1732x03093,Pequeña,176919,15973,Alto,Zacatecas
228,Modesto,Alemán y Arce S.A. de C.V.,Salud,mirandaalma@casanova.info,(829)310-2707x90320,Grande,9445345,638033,Alto,Guerrero
229,Beatriz,de la Rosa y Villareal A.C.,Educación,carreramiriam@despacho.com,651.982.5309x25114,Grande,3209566,327665,Alto,Durango
230,Daniel,Guerrero y Verdugo A.C.,Tecnología,benitoocampo@despacho.com,+21(9)4672324876,Grande,8074724,565870,Medio,Michoacán de Ocampo
231,Santiago,Ybarra S.A.,Salud,obueno@corporacin.com,1-181-958-8373,Grande,8450886,975957,Medio,Nayarit
232,Mario,del Valle y Crespo e Hijos,Finanzas,ayalaveronica@linares-fuentes.com,1-970-108-2207,Mediana,1105650,97263,Bajo,Chihuahua
233,María,Perea-Farías e Hijos,Manufactura,estela15@despacho.com,317-970-6239x726,Mediana,523424,47719,Bajo,San Luis Potosí
234,Susana,Jimínez-Fierro S.A. de C.V.,Retail,alonsovarela@leon.com,1-762-534-9292x983,Mediana,1132678,108889,Alto,Colima
235,Esmeralda,Ríos y Leiva A.C.,Tecnología,pgurule@puente-venegas.org,906-007-8068,Pequeña,16884,935,Alto,Sonora
236,Berta,Saldivar y Guajardo A.C.,Tecnología,palomoesteban@corporacin.com,+74(2)7990772625,Mediana,1013274,93712,Bajo,Veracruz de Ignacio de la Llave
237,Angélica,"Mercado, Tamez y Apodaca",Finanzas,luis49@proyectos.com,501-657-9055x2818,Mediana,1234155,32491,Medio,Jalisco
238,Evelio,Romo-Vera,Educación,espartacomayorga@jaramillo-santacruz.biz,015-577-8817,Mediana,717136,59166,Bajo,Nuevo León
239,Zacarías,Escobedo-Reyna,Salud,blancojulio-cesar@corporacin.com,127-238-0468,Mediana,896709,51999,Medio,Distrito Federal
240,Alejandra,"Grupo Barajas, Alonzo y Gómez",Finanzas,lilia95@ruelas-villasenor.net,(774)924-2437x5402,Mediana,858890,100024,Medio,Quintana Roo
241,Cynthia,"Grupo del Río, Corrales y Cuellar",Manufactura,camiloarguello@velasco-castro.com,238.055.2578,Mediana,1912313,108048,Bajo,Guanajuato
242,Modesto,Club Maya-Cortés,Manufactura,trevinonatividad@lucero-rojo.org,(297)517-0281x40693,Grande,2580144,225240,Alto,Tlaxcala
243,Anabel,Industrias Soto y Garibay,Salud,elsa01@brito.com,599.805.6265x650,Pequeña,127720,8675,Medio,Nuevo León
244,Asunción,Laboratorios Quiroz y Pelayo,Educación,klomeli@pedroza.org,02347851961,Pequeña,75072,6491,Alto,Aguascalientes
245,Delia,Vanegas y Chapa S.A.,Finanzas,juanalongoria@arias.org,(787)300-2447,Pequeña,77826,5530,Bajo,Chihuahua
246,Graciela,"Duarte, Salazar y Guevara",Educación,casaresgeronimo@barrera.com,1-796-471-5890x4290,Mediana,1171113,92352,Bajo,Durango
247,Celia,Dávila-Avilés S.A. de C.V.,Tecnología,lourdes50@corporacin.com,219-285-5445x18952,Mediana,380050,39195,Bajo,Aguascalientes
248,Mercedes,"Molina, Curiel y Canales",Manufactura,cristalsantacruz@proyectos.org,1-888-167-1120x75452,Mediana,404730,37315,Medio,Tlaxcala
249,Octavio,de León-Maestas A.C.,Tecnología,garibaycarolina@laboratorios.com,1-216-110-7603,Mediana,1558891,136736,Alto,Chiapas
250,Nelly,Rodarte A.C.,Finanzas,alvaro14@caldera.com,393.250.1249x5528,Mediana,1168997,116637,Bajo,Michoacán de Ocampo
251,Ricardo,Tafoya S.A.,Manufactura,guillerminade-la-torre@camacho.net,1-759-271-2566x38361,Mediana,1441940,84906,Bajo,Puebla
252,Blanca,Club Muro-Lomeli,Finanzas,borregoitzel@carrillo.info,473.864.6317x5207,Pequeña,150742,8528,Alto,Chiapas
253,Arturo,Collazo-Ortega,Salud,gvillanueva@despacho.com,1-961-367-4994,Grande,5292897,166319,Medio,Sonora
254,Leticia,Segura y Leiva S.A.,Retail,hcardenas@club.com,00170269524,Grande,3123635,99288,Medio,Chiapas
255,Nicolás,Robledo y Ferrer S.A. de C.V.,Finanzas,gsalas@industrias.com,+61(6)7567700284,Mediana,1450795,112408,Medio,Guanajuato
256,Hugo,"Saavedra, Carmona y Varela",Finanzas,rurrutia@rolon.com,064-796-9545x0090,Mediana,805730,31189,Medio,Distrito Federal
257,Rodolfo,Mondragón S.C.,Manufactura,porrasjaime@patino-montoya.com,349.114.1520,Grande,7478346,455531,Medio,Puebla
258,Luisa,"Jaramillo, Almonte y Rodarte",Retail,mateojose-maria@medrano.info,03578529456,Pequeña,67810,1577,Alto,Hidalgo
259,Omar,Corporacin Jaimes y Arreola,Salud,renato63@veliz-cadena.org,1-419-876-3514,Pequeña,80225,8209,Medio,Oaxaca
260,Karla,"Industrias Serrato, Rendón y Trujillo",Retail,aidasevilla@industrias.info,896-908-3572,Pequeña,127894,7015,Alto,Michoacán de Ocampo
261,Manuel,"Matos, Barela y Figueroa",Finanzas,sjaramillo@corporacin.biz,123.034.7786,Pequeña,64164,6451,Bajo,Tamaulipas
262,Celia,Holguín y Asociados,Salud,victoria82@ruelas.com,+15(9)4165162319,Mediana,1999391,237025,Bajo,Chihuahua
263,Ofelia,"Club Bustamante, Granados y Zapata",Retail,marroquinisaac@gracia.com,02347649078,Pequeña,196487,20208,Bajo,San Luis Potosí
264,Luisa,Gurule y Ledesma y Asociados,Tecnología,josroldan@manzanares-alonso.org,+03(4)8645183760,Pequeña,176101,10616,Bajo,Sonora
265,Eugenio,"Grupo Cruz, Quiñones y Mateo",Educación,raponte@salazar-rodriguez.biz,1-612-481-5698,Grande,5845751,505156,Medio,Puebla
266,Tomás,Laboratorios Quiroz-Chacón,Salud,pachecoelvira@corporacin.com,829.657.7242,Mediana,908323,70661,Bajo,Puebla
267,Elvia,Pedroza-Nazario,Manufactura,lauraocasio@despacho.org,317-342-0696x94215,Grande,8575743,185477,Alto,Guanajuato
268,Olivia,"Rendón, Saldaña y Casanova",Tecnología,emiliaespino@corporacin.biz,1-934-362-6204,Pequeña,81832,6993,Medio,Morelos
269,Felix,Verduzco-Reynoso A.C.,Educación,rodartececilia@otero-galindo.biz,1-694-118-0053x75990,Grande,4562797,410396,Alto,Aguascalientes
270,Silvano,"Madrid, Ortega y Nevárez",Tecnología,rafaelarguello@corporacin.info,1-721-586-2415,Pequeña,134992,4491,Alto,Baja California Sur
271,Gilberto,Posada-Leyva S.A. de C.V.,Educación,noemi56@corporacin.net,(703)203-2074x27617,Pequeña,120707,4009,Alto,Baja California Sur
272,Ramiro,Reyna y Salcedo A.C.,Retail,carlotamontes@figueroa-limon.com,(849)939-0892,Mediana,970832,32729,Alto,Tabasco
273,Barbara,Alvarez-Linares e Hijos,Finanzas,ortajose-luis@mejia-corrales.com,07774905097,Mediana,1715049,142019,Alto,Puebla
274,Rebeca,Grupo Arriaga-Leyva,Salud,anabel18@caballero.com,610.326.6421,Pequeña,42284,3932,Medio,Oaxaca
275,Horacio,Corporacin Caldera-Nazario,Educación,minervaramirez@rolon.org,(165)926-6108x573,Grande,7033230,567998,Bajo,Durango
276,Armando,"Club Quesada, Bétancourt y Romo",Finanzas,conchita24@industrias.org,+81(0)8186617945,Grande,2457759,170786,Alto,Morelos
277,Nadia,Carrera e Hijos,Retail,yduarte@proyectos.com,(459)779-4523x219,Pequeña,104659,3474,Bajo,Morelos
278,Manuel,Adame S.C.,Tecnología,alcantardavid@rincon.org,749.956.4122x03103,Pequeña,163973,3505,Alto,Baja California
279,Violeta,Club Tijerina y Espino,Tecnología,maderamarisol@club.com,(277)707-9334,Grande,5374547,451750,Bajo,Sonora
280,Sonia,"Pelayo, Saldivar y Véliz",Retail,alejandro76@serna.org,(730)806-9581x46717,Pequeña,150611,8897,Bajo,Quintana Roo
281,Cynthia,"Laboratorios Espinosa, Rodarte y Montañez",Manufactura,ggomez@industrias.info,466-572-9341,Pequeña,32600,1030,Bajo,Yucatán
282,Cristina,Campos y Pelayo S.C.,Educación,eugenio38@almanza.com,228.015.6193,Grande,3151015,66596,Medio,Chihuahua
283,Jacinto,Arredondo-Valdés S.A. de C.V.,Retail,noeliazayas@arteaga-quezada.info,01991808121,Grande,8552542,797897,Alto,Jalisco
284,Margarita,Camacho y Corrales e Hijos,Retail,israel21@club.com,548.214.5653x286,Mediana,1271187,32471,Bajo,México
285,Luis Miguel,"Parra, Reynoso y Sevilla",Tecnología,alta-gracia72@sierra.com,1-562-606-0290,Grande,8063104,345426,Bajo,Nuevo León
286,Perla,"Laboratorios Martínez, Montañez y Aguilera",Finanzas,oliver92@ramirez.org,756.341.0856x2884,Mediana,1003166,38016,Alto,Jalisco
287,Jacinto,Despacho Amaya-Tirado,Retail,fabiola46@balderas-nieves.com,851-017-4907x53998,Grande,4683810,480557,Bajo,México
288,Gloria,Laboratorios Ocasio-Solís,Tecnología,bernardomenchaca@proyectos.com,661-106-2737,Pequeña,145207,16758,Alto,Coahuila de Zaragoza
289,Olivia,"Villalobos, Valdivia y Solano",Retail,ljaime@pina.info,622.827.7288x13770,Mediana,216712,8683,Bajo,Guanajuato
290,Lucas,Casárez-Negrón,Salud,alfredo82@nieto-magana.com,(470)229-6044,Grande,9553465,917593,Alto,Jalisco
291,Minerva,Casillas S. R.L. de C.V.,Educación,angel06@vega.info,1-679-228-7772,Grande,9042857,974095,Medio,Puebla
292,Sofía,"Ontiveros, Gonzales y Ortega",Manufactura,paola07@laboratorios.org,481-813-9890x98378,Pequeña,120052,13940,Alto,Baja California
293,Gerardo,Grupo Venegas y Quiroz,Finanzas,tejedasamuel@padilla-villalpando.info,+56(2)6085641118,Pequeña,142494,11929,Medio,Guanajuato
294,Augusto,Corporacin Pantoja-de la O,Manufactura,melgardolores@baeza.biz,05265461033,Mediana,1879434,169285,Bajo,Michoacán de Ocampo
295,Natalia,"Carrero, Jiménez y Ballesteros",Tecnología,marisol86@roybal-anaya.biz,304-891-3824x96718,Pequeña,163277,5803,Alto,Jalisco
296,José Luis,Proyectos Guillen-Terrazas,Finanzas,cvaca@abreu.info,420.074.9465x3984,Mediana,1815513,118356,Medio,Baja California Sur
297,Ángela,"Despacho Ortega, Casillas y Cintrón",Tecnología,magdalena39@monroy-ibarra.info,355-379-5020,Mediana,511057,46565,Medio,Yucatán
298,Débora,"Valadez, Sáenz y Orozco",Manufactura,bernalpablo@rael.com,695.620.1753,Mediana,1992228,150603,Bajo,Tlaxcala
299,Alejandra,"Laboratorios Muñiz, Espinosa y Bustamante",Finanzas,estela37@arce-leon.org,1-036-149-8728,Pequeña,68271,2718,Medio,Hidalgo
300,Raúl,Despacho Villalobos-Cazares,Tecnología,cavazosfrancisco-javier@industrias.com,1-894-870-6056x64187,Grande,4171144,92516,Alto,Zacatecas
301,Alvaro,Despacho Ledesma y Peres,Manufactura,amata@esquivel.org,+36(1)3325411076,Pequeña,21192,531,Bajo,Baja California
302,Socorro,Henríquez-Gutiérrez A.C.,Finanzas,vgriego@merino.com,09971791100,Grande,5579117,309051,Alto,Sinaloa
303,Andrés,Despacho Quintanilla-Baca,Finanzas,santiago61@badillo-valdivia.com,(661)963-9907,Grande,7175579,607971,Medio,Sinaloa
304,Luis Miguel,Mojica-Alvarez,Manufactura,vsierra@despacho.org,1-193-928-4567x97232,Mediana,487804,19485,Bajo,Baja California Sur
305,Nelly,Márquez-Vergara S. R.L. de C.V.,Salud,concepcionrodarte@industrias.com,920-388-0653x3315,Mediana,1386256,72307,Medio,Hidalgo
306,Mayte,Véliz-Valles S.A. de C.V.,Salud,lourdes52@renteria-arias.info,033.793.3756,Pequeña,133649,7450,Bajo,Jalisco
307,Abraham,Alarcón-Benavides S.A. de C.V.,Finanzas,vacacamila@corporacin.org,003.342.3425,Grande,2468995,191517,Medio,Michoacán de Ocampo
308,Benito,Chapa S.C.,Finanzas,mirelesenrique@club.com,961-122-3386x5596,Grande,6727873,513409,Alto,Michoacán de Ocampo
309,Elena,"Proyectos Córdova, Menchaca y Gutiérrez",Tecnología,lemuscarmen@fuentes.info,(912)868-5787x25587,Grande,3835502,278629,Alto,Zacatecas
310,Teodoro,Franco S.A.,Salud,maria-cristinagollum@gamez.biz,1-254-812-1478x5390,Pequeña,48721,4407,Alto,Veracruz de Ignacio de la Llave
311,María del Carmen,Preciado y Paredes S.A. de C.V.,Retail,rmateo@alvarado.com,151-488-8143,Mediana,832847,28021,Alto,Chiapas
312,Patricio,Corporacin Estrada y Mendoza,Educación,hermelinda43@proyectos.com,(456)690-7826,Mediana,668162,52714,Alto,México
313,Mario,Industrias Villagómez y Urías,Salud,vriojas@marroquin-escobedo.biz,1-637-780-5292x40755,Grande,9958256,589131,Bajo,México
314,Pablo,"Corporacin Villagómez, Altamirano y Vanegas",Tecnología,chavezcristian@vanegas-zavala.org,636-186-3715x974,Mediana,1763098,77222,Medio,Colima
315,Diana,Zavala S.C.,Educación,escobarelvia@olvera-limon.com,481.705.8025,Pequeña,75415,2019,Medio,Tabasco
316,Lourdes,Barrientos y Ordóñez y Asociados,Retail,catalinaflorez@club.org,(938)743-0271,Mediana,994217,74170,Alto,Sonora
317,Olivia,Varela-Salas S.C.,Retail,cvelasquez@loera-reyes.com,1-469-263-2967x62916,Pequeña,18758,412,Medio,Baja California Sur
318,Soledad,"Laboratorios Barrera, Gamboa y Salcido",Salud,huribe@bermudez-cantu.com,(724)380-7017x656,Mediana,1445772,158055,Bajo,Hidalgo
319,Celia,Rivera-Rubio S.C.,Manufactura,borregopascual@laboratorios.info,220-912-4186,Pequeña,59803,5365,Bajo,Guanajuato
320,Zoé,"Grupo Quintana, Muñiz y Domínguez",Salud,aldotejada@club.com,470-900-6335x331,Mediana,1399088,145484,Alto,Baja California
321,Adela,Espinosa-Barajas S.A.,Salud,de-la-fuentedaniela@pelayo.com,1-583-938-6613,Grande,7243642,492805,Alto,Jalisco
322,Adela,"Mata, Alcala y Ordóñez",Manufactura,maria-josegaray@leiva-negrete.com,03649718924,Mediana,1846005,123856,Bajo,Chiapas
323,Cecilia,del Río-Matías y Asociados,Tecnología,vbarreto@vigil.biz,389-030-9143x6391,Pequeña,126857,5877,Medio,Campeche
324,Modesto,"Grupo Coronado, Núñez y Flores",Tecnología,granadosrufino@mendez.com,086-403-5533x80339,Grande,7599131,217112,Medio,Sinaloa
325,Andrés,Barrios y Espinoza A.C.,Manufactura,emiliacastillo@delgadillo-villarreal.net,1-381-674-2336,Grande,9272034,716463,Alto,Guerrero
326,Hernán,"Industrias Rangel, Ferrer y Jurado",Salud,xbetancourt@ocasio.info,(896)270-6614x982,Grande,9553564,955786,Bajo,Guerrero
327,Hilda,Limón y Núñez S. R.L. de C.V.,Tecnología,vbecerra@laboratorios.com,1-008-576-6656,Pequeña,43078,2685,Bajo,Zacatecas
328,Alfonso,Olmos-Valles,Salud,eloisapulido@proyectos.com,1-066-337-0502x49724,Grande,5333255,280596,Medio,Michoacán de Ocampo
329,Camilo,Olivo-Otero,Salud,sisneroselena@de.com,869-461-1952x4364,Pequeña,48849,3848,Alto,Aguascalientes
330,Lorena,"Lomeli, Prado y de la Rosa",Manufactura,jose-luisescamilla@grupo.net,07932302346,Grande,7108344,168798,Medio,Tlaxcala
331,Teresa,Despacho Lozada-Briones,Retail,rcastellanos@monroy-anguiano.org,771.004.0901,Pequeña,134575,14763,Alto,Jalisco
332,Nicolás,"Club Rojas, Miranda y Zayas",Retail,xmiramontes@mascarenas-grijalva.biz,905-510-7620x918,Grande,5717081,268371,Medio,Nayarit
333,María Cristina,Serrato y Pedraza e Hijos,Tecnología,abelardomedina@murillo.com,573.976.9156x71649,Mediana,1921798,137460,Alto,Hidalgo
334,Reina,Cavazos S.C.,Finanzas,maderazacarias@de.info,(833)321-1602x56434,Pequeña,60531,6276,Alto,Yucatán
335,Wendolin,Industrias Salazar-Bustamante,Manufactura,esparta99@montalvo-ocasio.biz,863-341-4111x59319,Mediana,1259326,105205,Alto,San Luis Potosí
336,Abel,"Despacho Villanueva, Tello y Espinal",Retail,upina@castro-solis.org,1-316-087-5243x7729,Grande,6624922,360560,Medio,Nuevo León
337,Wendolin,Zamudio S.A. de C.V.,Finanzas,nadia14@galvan.biz,+52(3)3027642086,Grande,8541689,902951,Bajo,Querétaro
338,Julio César,"Becerra, Suárez y Leyva",Finanzas,eloisa86@ceja-mejia.org,+47(2)9277423330,Pequeña,179704,14396,Alto,San Luis Potosí
339,Concepción,"Ponce, de la Garza y Badillo",Finanzas,moyamario@despacho.com,1-626-301-3674x9261,Mediana,728479,48567,Bajo,Veracruz de Ignacio de la Llave
340,Violeta,"Laureano, Rael y Nazario",Retail,casarescamilo@casas-saenz.net,099.974.1926,Grande,7556240,575375,Bajo,Yucatán
341,Manuel,"Industrias Castillo, Camacho y Melgar",Retail,terrazasdulce-maria@almonte.net,718-981-3129x2087,Pequeña,98154,8250,Medio,Puebla
342,Emiliano,Despacho Valenzuela-Hidalgo,Salud,bravocarlota@corporacin.com,408.487.2975,Pequeña,24883,1503,Medio,Quintana Roo
343,Berta,Granado A.C.,Tecnología,claudialuna@grupo.com,1-542-961-8446x2671,Mediana,1745039,136640,Bajo,Morelos
344,Claudio,Despacho Jiménez y Espinoza,Salud,ramon89@club.biz,093-141-8186x151,Grande,5007291,250462,Alto,San Luis Potosí
345,Georgina,Proyectos Gastélum-Lara,Educación,calvillojose-maria@club.com,497-185-9484x9102,Pequeña,77804,7845,Alto,Puebla
346,Jaime,"Romero, Villarreal y Cavazos",Retail,abril82@grupo.com,+53(9)6727578446,Grande,9310103,577666,Medio,México
347,Lorenzo,Bustamante-Bétancourt A.C.,Salud,aureliode-jesus@bravo.com,(706)827-7881x6093,Grande,9921370,269083,Alto,Aguascalientes
348,Felipe,Zepeda S.C.,Manufactura,zeferinosoria@grupo.com,506-762-5153x8144,Pequeña,99828,11851,Medio,Yucatán
349,Ernesto,Varela S.C.,Finanzas,hildaserrato@rivas.info,+50(9)7545105265,Mediana,1523371,78212,Alto,Aguascalientes
350,Elvia,Tafoya-Serrano,Tecnología,liliacastaneda@aguilar.com,765.456.2841,Mediana,1846706,60831,Medio,Tlaxcala
351,Joaquín,"Adame, Muñoz y Farías",Tecnología,espinalgloria@cepeda.biz,502.374.1678x72568,Pequeña,107806,11772,Bajo,Sinaloa
352,Alejandra,Grupo Montañez-Sanches,Tecnología,granadoamelia@portillo-zambrano.com,(744)716-3928x234,Mediana,470387,27449,Bajo,Chihuahua
353,Yeni,"Farías, Rojo y Candelaria",Retail,elenavillareal@grupo.biz,+43(2)6093106684,Grande,6396617,405331,Bajo,México
354,Mauro,Segovia S.C.,Finanzas,maestasblanca@corporacin.com,1-020-005-3474,Pequeña,69878,6478,Alto,Chiapas
355,Hernán,Calderón-Alcántar,Salud,isabelmuro@villalpando-tafoya.com,439.611.2910,Grande,4145715,341248,Bajo,Hidalgo
356,Marisela,Benavídez-Treviño,Manufactura,hermelinda73@despacho.biz,(485)571-6176x8802,Grande,2971315,191446,Alto,Nayarit
357,Amalia,Espinal e Hijos,Educación,rsaldana@de.net,866-943-2029x390,Mediana,1082631,32585,Bajo,Veracruz de Ignacio de la Llave
358,Ofelia,"Corporacin Garay, Lucio y Jasso",Salud,de-la-torreesparta@tejeda.com,+24(2)4033810595,Grande,8029448,255123,Alto,Puebla
359,Paulina,"Laboratorios Cepeda, Paredes y Lozano",Educación,ana-luisa05@laboratorios.com,+89(1)6498373543,Pequeña,103827,6330,Alto,Sonora
360,Manuel,Cordero-Roque A.C.,Tecnología,dduran@proyectos.org,240.422.6931x216,Grande,2746609,284337,Bajo,Michoacán de Ocampo
361,Verónica,"Camarillo, Soto y Chapa",Finanzas,zavalabenito@olivo.com,023-142-9001x85132,Mediana,1551272,101879,Medio,Yucatán
362,María,Corporacin Meraz-Roque,Educación,federicobadillo@laboratorios.com,08418620303,Mediana,1881068,96443,Bajo,Tamaulipas
363,Vanesa,"Grupo Olivo, Carreón y Salazar",Salud,blancagarrido@lerma-munguia.com,515.109.2268x5926,Mediana,1117953,52354,Bajo,Durango
364,Hermelinda,"Corporacin Cano, Juárez y Sanabria",Retail,gabino10@proyectos.com,771-196-4215x226,Mediana,1157431,119876,Bajo,Quintana Roo
365,Luz,Pedraza y Zarate y Asociados,Tecnología,citlali36@ulloa.net,883.619.6893x135,Grande,8093578,956312,Alto,Aguascalientes
366,Cecilia,Balderas-Montes,Educación,clara47@proyectos.com,1-302-126-0650,Grande,2241728,242095,Bajo,Chiapas
367,Rosario,Despacho Contreras-Navarrete,Tecnología,arceliaguevara@alcala-varela.biz,272-847-6570,Grande,4636018,419359,Bajo,Nuevo León
368,Salma,Industrias Cruz-Alba,Educación,rpina@urrutia.net,(362)418-6236,Pequeña,123468,11441,Medio,Campeche
369,Rafaél,Rocha-Romero,Finanzas,ursula66@despacho.com,111-595-0342,Pequeña,178663,12605,Medio,Chiapas
370,Horacio,Industrias Ferrer y Apodaca,Finanzas,gabrielbriones@valle.info,+05(1)4054683565,Pequeña,142888,10723,Medio,Distrito Federal
371,Nadia,Sandoval-Cornejo,Tecnología,villagomezjuana@villa.com,711-332-2889,Mediana,862829,101871,Bajo,Querétaro
372,Jorge Luis,"Arenas, Ontiveros y Griego",Salud,santiagozepeda@corral-valverde.info,00248171752,Pequeña,168388,14103,Bajo,Nuevo León
373,Jesús,Batista-Duarte,Salud,eholguin@proyectos.org,054.669.2758x955,Mediana,896197,86699,Bajo,Colima
374,Alma,Guevara e Hijos,Educación,correabernardo@club.com,671.577.8711,Mediana,944780,110013,Medio,Guerrero
375,Leonel,"Feliciano, Padilla y Méndez",Finanzas,mateojacobo@galindo.com,1-082-723-5909x605,Pequeña,139085,14212,Bajo,Tamaulipas
376,Eric,Piña S.A. de C.V.,Manufactura,teresa21@despacho.com,(768)342-0165,Mediana,652123,66813,Alto,Oaxaca
377,Omar,Laboratorios Quesada-Mota,Tecnología,jalarcon@despacho.com,(502)727-5164x80727,Pequeña,140764,10280,Alto,Chiapas
378,Patricio,Industrias Ocasio-Gálvez,Salud,enrique39@nevarez.com,+44(8)1776655868,Mediana,1578923,127286,Medio,Querétaro
379,María José,"Niño, Díaz y Uribe",Manufactura,patriciapulido@linares.org,01110961798,Mediana,816926,82084,Alto,Chiapas
380,Yeni,"Proyectos Peres, Galarza y Garica",Salud,yurena@estevez-rodarte.com,766.053.8444,Pequeña,64974,5941,Bajo,Oaxaca
381,Linda,Despacho Pedroza y Apodaca,Retail,alvarezcristian@solano-zapata.com,(963)863-9609,Grande,7342515,668427,Medio,Tamaulipas
